Name,Duplicate,Spellings_semicolon_separated,Aliases
Luhrahšu,TRUE,lu-úh-ra-ah-šu,
Luhrahšu,TRUE,lu-ùh-ra-ah-šu,
Luhrahšu,TRUE,Lu-ùh-ra-ah-šu; Lá-ah-ra-ah-šu; Lá-hu-ra-ah-šu,
Luhrawana,FALSE,,
Luhusatia,FALSE,lu-hu-sà-tí-a,
Luhuzattiya,FALSE,,
Luhzuba,FALSE,Lu-ùh-zu-pá,
Lukalaku,FALSE,Lu-gal-a-ku,
Lula,FALSE,Lu-lá-a,
Lulāya,FALSE,,
Lulim,FALSE,,
Lulu,TRUE,Lu-lu,
Lulu,TRUE,Lu-lu-ú,
Lulu,TRUE,Lu-lu; Lu-ú-lu; Lu-lu-ú; Lu-li-im,
Lulu,TRUE,lu-ú-lu; lu-lu-ú; lu-lu,
Lulua,FALSE,lu-lu-am,
Luluanum,FALSE,,
Lumnini,FALSE,Lu-um-ni-ni,
Lupi,FALSE,Lu-pì,
Lurabaku,FALSE,lu-ra-ba-ku,
Lurmea,FALSE,lu-ur-me-a,
Lurmia,TRUE,lu-u[r-mì-a],
Lurmia,TRUE,Lu-ur-me-a,
Lušarihu,FALSE,Lu-ša-ri-hu,
Lušidia,FALSE,Lu-ší-tí-a; Lu-šu-tí-a,
Lušnani,FALSE,Lu-uš-na-ni,
Lušu,FALSE,Lu-šu,
Lušudia,FALSE,lu-šu-dí-a,
Luwaduman,FALSE,lu-wa-tù-ma-an,
Luwatuman,FALSE,lu-wa-tù-ma-an,
Luzi,FALSE,Lu-zi; Lu-zi-i,
Luzia,FALSE,lu-zi-a,
Luzina,TRUE,Lu-zi-na,
Luzina,TRUE,Lu-zi-na; Lú-zi-na,
Ma-da-a,FALSE,,
Ma-du-a,FALSE,,
Ma-ga,FALSE,,
Ma-na,FALSE,,
Ma-ni-a-a,FALSE,,
Ma-nu-a,FALSE,,
Ma-nu-ba,FALSE,,
Ma-nu-um-ba,FALSE,,
Ma-nu-um-ki-a,FALSE,,
Ma-nu-um-na,FALSE,,
Ma-num,FALSE,,
Ma-num-ki-e-NIa,FALSE,,
Ma-ú-ma,FALSE,,
Ma-za-a,FALSE,,
Madada,FALSE,Ma-da-da,
Madaium,FALSE,,
Madala,FALSE,Ma-da-lá-a,
Madalāya,FALSE,,
Madamada,FALSE,ma-da-ma-da,
Madawada,FALSE,Ma-da-wa-da; Ma-ta-wa-ta,
Madawašhi,FALSE,Ma-da-wa-áš-hi,
Madāya,FALSE,Ma-da-a,
Madu,FALSE,ma-du,
Maduba,FALSE,Ma-du-ba-a,
Madubaya,FALSE,,
Mahai,FALSE,,
Mahira,FALSE,Ma-hi-ra,
Mahirahšu,FALSE,Ma-hi-ra-ah-šu,
Mahši,FALSE,ma-ah-ší,
Mahšišabunua,FALSE,Ma-ah-ší-ša-pu-nu-a,
Mahšišapunua,FALSE,ma-ah-ší-ša-pu-nu-a,
Mahuši,FALSE,Ma-hu-ší,
Maka,FALSE,ma-kà,
Makanaka,FALSE,Ma-kà-na-kà,
Makanika,FALSE,Ma-kà-ni-kà,
Makrua,FALSE,Ma-ak-ru-a,
Makula,FALSE,,
Mala,FALSE,Ma-lá-áš,
Malaba,FALSE,Ma-lá-ba,
Malāhum,FALSE,,
Malaiša,FALSE,Ma-lá-i-ša,
Malanani,FALSE,Ma-lá-na-ni,
Malaš,FALSE,ma-lá-áš,
Malašhina,FALSE,ma-lá-áš-hi-na,
Malawahši,FALSE,,
Malawala,FALSE,Ma-lá-wa-lá,
Malawašhi,TRUE,ma-lá-wa-áš-hi,
Malawašhi,TRUE,Ma-lá-wa-áš-hi; Ma-lá-wa-áš-he-e,
Malawašhi,TRUE,ma-lá-wa[-áš-hi],
Malawašhina,FALSE,Ma-lá-wa-áš-hi-na,
Malāya,FALSE,Ma-la-a-a,
Malia,FALSE,ma-li-a,
Malik-ennam,FALSE,,
Malik-ilšu,FALSE,Ma-lik-DINGIR-šu; Ma-li-ki-ili5-šu,
Malik-kēn,FALSE,Ma-lik-ki-in,
Maliniwašhe,FALSE,ma-li-ni-wa-àš-he,
Maliniwašhi,FALSE,ma-li-ni-wa-áš-hi,
Malitili,FALSE,Ma-li-tí-il5,
Maliwahši,FALSE,ma-li-wa-ah-ší,
Malkum-Išar,FALSE,Ma-al-ku-um-i-šar,
Malšawašhi,FALSE,ma-al-ša-wa-áš-hi,
Malua,FALSE,Ma-lu-a,
Malui,FALSE,ma-lu-i,
Mama,FALSE,,
Mamaim,FALSE,,
Mamala,FALSE,Ma-ma-lá,
Mamana,FALSE,Ma-ma-na,
Mamaruwadia,FALSE,Ma-ma-ru-wi-tí-a,
Mamaruwatia,FALSE,ma-ma-ru-wa-tí-a,
Mamaya,FALSE,,
Mammahir,FALSE,,
Man-māhir,FALSE,Ma-ma-hi-ir,
Mana,FALSE,ma-na,
Manakiliad,FALSE,ma-na-ki-li-ad,
Manamana,FALSE,Ma-na-ma-na,
Manana,FALSE,Ma-na-na,
Manatanum,FALSE,,
Mania,FALSE,Ma-ni-a,
Mannu-ki-Aššur,FALSE,,
Mannua,TRUE,Ma-nu-a,
Mannua,TRUE,Ma-nu-a; Ma-nu-ú-a,
Mannuba,FALSE,Ma-nu-ba,
Mannuka,FALSE,Ma-nu-ga-a,
Mannukia,FALSE,Ma-nu-ki-a,
Mannum,FALSE,ma-num,
Mannum-Aššur,FALSE,ma-num-a-šur,
Mannum-balum-Ana,FALSE,,
Mannum-balum-Aššur,TRUE,Ma-nu-um-ba-lu-um-A-šùr,
Mannum-balum-Aššur,TRUE,ma-num-ba-lúm-a-šùr,
Mannum-balum-ilī,FALSE,,
Mannum-balum-ilim,FALSE,Ma-num-ba-lúm-i-li; -DINGIR,
Mannum-ilušu,FALSE,ma-num-ì-lí-šu,
Mannum-kī-abia,FALSE,,
Mannum-kī-Adad,FALSE,Ma-nu-um-ki-{d}IM; Ma-num-ki-{d}IM; Ma-nu-ki-{d}IM,
Mannum-kī-Addu,FALSE,,
Mannum-ki-Aššur,FALSE,,
Mannum-kī-Aššur,TRUE,Ma-nu-ki-A-šùr,
Mannum-kī-Aššur,TRUE,Ma-nu-um-ki-A-šùr; Ma-nu-ki-A-šùr,
Mannum-ki-eNIa,FALSE,Ma-nu-ki-e-ni-<a>,
Mannum-kī-eniya,FALSE,Ma-nu-ki-e-ni-<a>,
Mannum-kī-ilia,FALSE,Ma-nu-um-ki-i-ì-lí-a; Ma-nu-um-ki-li-a,
Mannum-kī-Ištar,FALSE,Ma-nu-ki-Ištar,
Mannum-kī-šuru-matēn,FALSE,,
Mannum-ša-Aššur,FALSE,ma-nu-ša-a-šur,
Mannum-šāniša,FALSE,Ma-nu-ša-ni-ša,
Mannum-šumšu,FALSE,Ma-num-šu-um-šu,
Mannumma,FALSE,,
Mannušāya,FALSE,,
Manu,FALSE,,
Manua,FALSE,,
Manuba,FALSE,ma-nu-ba,
Manukai,FALSE,ma-nu-kà-i,
Manukāya,FALSE,,
Manum,FALSE,Ma-na-ta-num,
Manuša,FALSE,Ma-nu-ša-a,
Manza,FALSE,ma-an-za,
Mār-Laban,FALSE,Ma-ar-lá-ba-an,
Mara,FALSE,ma-ra,
Mardaman,FALSE,ma-ar-da-ma-an,
Mardia,FALSE,Mar-tí-a,
Marila,FALSE,Ma-ri-lá,
Marithum,FALSE,,
Mariuman,FALSE,ma-ri-ú-ma-an,
Markuti,FALSE,ma-ar-ku-tí,
Maršana,FALSE,Ma-ar-ša-na,
Maršatia,FALSE,Ma-ar-ša-tí-a,
Martīya,FALSE,,
Maru,FALSE,Ma-ru-ú; Ma-ru,
Maruru,FALSE,Ma-ru-ru,
Marušala,FALSE,Ma-ru-ša-lá,
Masa,FALSE,,
Mašala,FALSE,Ma-ša-lá,
Masaya,FALSE,,
Mašhi-ilī,FALSE,,
Maši,FALSE,ma-ší,
Maṣi-Aššur,FALSE,ma-sá-a-šur,
Maṣi-bēlī,FALSE,Ma-ṣí-be-lí,
Maṣi-ili,FALSE,ma-ṣí-ì-lí,
Maṣi-ilī,FALSE,Ma-ṣí-ì-lí,
Maṣi-lā-šar,FALSE,ma-ṣí-lá-ša-ar,
Maṣī-lašar,FALSE,,
Maṣia,FALSE,Ma-ṣí-a,
Mašid,FALSE,Ma-ší-it,
Maših-ilī,FALSE,Ma-áš-hi-li; Ma-áš-hi-ì-lí,
Mašika,FALSE,ma-ší-kà,
Mašinawada,FALSE,,
Mašit,FALSE,ma-ší-it,
Massa-Aššur,FALSE,Ma-sá-A-šur; Ma-sà-A-šur/šùr,
Massatum,FALSE,,
Massāya,FALSE,,
Mat-Aššur,FALSE,Ma-at!-A-šur,
Mata,FALSE,Ma-ta,
Matadu,TRUE,ma-ta-du,
Matadu,TRUE,Ma-ta-du; Ma-ta-du-ú,
Matatu,FALSE,,
Mawašhi,FALSE,Ma-wa-áš-hi,
Mayaba,FALSE,ma-a-ba,
Maza,TRUE,ma-za-a,
Maza,TRUE,Ma-za; Ma-za-a,
Mazāya,FALSE,,
Mazaza,FALSE,Ma-za-za,
Mazilabum,FALSE,Ma-zi-lá-be-im 94/k,
Mazilašar,FALSE,Ma-zi-lá-ša-ar; Ma-zi-lá-a-šar,
Mazilazu,FALSE,Ku!-zi-lá-zu,
Me-sà,FALSE,,
Me'i,FALSE,me-i,
Mea,FALSE,me-a,
Meani,FALSE,me-a-ni,
Meari,FALSE,me-a-ri,
Mei,FALSE,me-i,
Meimit,FALSE,me-i-mì-it,
Meme,FALSE,me-me,
Meme-ibri,FALSE,,
Memeber,FALSE,Me-me-be-er; Me-me-eb-ri,
Menānum,FALSE,,
Menaya,FALSE,,
Meni,FALSE,me-ni,
Mer’e,FALSE,,
Mera-ilī,FALSE,me-ra-lí,
Mera-Šamaš,FALSE,me-ra-{d}UTU,
Meralī,FALSE,,
Merani,FALSE,,
Mērānu,FALSE,Me-ra-ni,
Mesalim,FALSE,Me-sá-lim,
Mia,FALSE,Me-a,
Miani,FALSE,Me-a-ni,
Miari,FALSE,Me-a-ri,
Midia,FALSE,,
Migir-Enlil,FALSE,mì-gi5-ir-{d}EN.LÍL,
Milikša,FALSE,Me-lik-ša,
Mimi,FALSE,Me-me,
Mimia,FALSE,Me-me-a,
Mimibir,FALSE,,
Mimibri,FALSE,,
Mimid,FALSE,Me-i-me-it,
Miminānum,FALSE,Me-me-na-nim,
Mimipir,FALSE,mì-mì-be-ir,
Minaba,FALSE,,
Minānum,FALSE,Me-na-num; Me-en-na-nim,
Mini,FALSE,Me-ni,
Minnāya,FALSE,Me-na-a; Me-in-na-a-a,
Minuzilka,FALSE,Me-nu-zi-el-kà,
Mīšar-rabi,TRUE,Mì-šar-GAL; Mì-šu-GAL,
Mīšar-rabi,TRUE,Mì-šu-GAL,
Mišmiš,FALSE,Me-i-iš-mì-iš,
Mišnahšu,TRUE,Me-iš-na-ah-šu,
Mišnahšu,TRUE,mì-iš-na-ah-šu,
Miššu-ahi,FALSE,,
Mišu-rabi,FALSE,,
Mīšu-rabi,FALSE,,
Mišum-rabi,FALSE,,
Miti,FALSE,,
Mitia,FALSE,Me-tí-a,
Mizini,FALSE,Me-zi-ni; Be-zi-ni,
Mu-šu-wa,FALSE,,
Muadi,FALSE,Mu-a-tí,
Muana,FALSE,mu-a-na,
Muanani,FALSE,mu-a-na-ni,
Muanika,FALSE,mu-a-ni-kà,
Muati,FALSE,mu-a-tí,
Muballiṭum,FALSE,,
Mudalia,FALSE,Mu-da-li-a,
Muhaddium,FALSE,,
Mukulu,FALSE,mu-ku-lu,
Mula,FALSE,Mu-lá,
Muliliašwa,FALSE,Mu-li-li-áš-wa,
Muliliašwe,FALSE,mu-li-li-áš-we,
Mulu,FALSE,Mu-lu,
Mulua,FALSE,Mu-lu-a,
Mumulānum,FALSE,,
Muna,FALSE,mu-na,
Munawwirum,FALSE,Mu-na-wi-ri-im,
Munikum,FALSE,Mu-ni-ki-im,
Munnabittum,FALSE,Mu-na-bi-tum,
Munua,FALSE,Mu-nu-a,
Mura,FALSE,Mu-ra-a,
Murāya,FALSE,,
Musa,FALSE,,
Mušmeni,FALSE,,
Mušmin[i],FALSE,Mu-uš-me-n[i,
Mutalia,FALSE,mu-tá-li-a,
Mutālum,FALSE,,
Mūtī-Aššur,FALSE,mu-tí-a-šur,
Mūtī-ilum,FALSE,Mu-tí-DINGIR,
Mutta,FALSE,Mu-ta,
Muwanani,FALSE,Mu-a-na-ni,
Muza,FALSE,Mu-za,
Muzu,FALSE,mu-zu,
Muzuwar,FALSE,Mu-zu-wa-ar,
N(iw)ahšušar,FALSE,na-ah-šu-ša-ra,
Na-na-ni,FALSE,Na-na-ni,
Na-ni-ba-dal,FALSE,,
Nab-ilī,FALSE,,
Nab-Suen,FALSE,,
Nabahum,TRUE,Na-pá-hi-e; Na-pá-hi-im,
Nabahum,TRUE,na-pá-hi-im,
Nabanata,FALSE,Na-ba-na-ta,
Nabarkum,FALSE,,
Nabi-Enlil,FALSE,Na-bi4-{d}EN.LÍL,
Nabi-ilīšu,FALSE,Na-be-li-šu,
Nabi-Suen,TRUE,Na-áb-Sú-en6,
Nabi-Suen,TRUE,na-áb-sú-en6-ma,
Nabidi,FALSE,na-ab-i-dí,
Nabilum,FALSE,Na-be-lim; Na-ab-DINGIR,
Nabium-qarrād,FALSE,{d}AK-UR.SAG,
Nabraka,FALSE,Na-ap-ra-kà,
Nabu,FALSE,na-bu,
Nabuku,TRUE,na-bu-ku,
Nabuku,TRUE,Na-bu-ku-ú; na-bu-ku,
Nadi-ilum,FALSE,,
Nadutal,FALSE,Na-du-ta-al,
Nah-<gap>-šanu,FALSE,na-a[h-x]-ša-nu,
Nahištum,FALSE,Na-hi-iš-tám,
Nahlia,FALSE,Na-ah-li-a,
Nahpašwa,FALSE,Na-ah-pá-áš-wa,
Nahšušara,FALSE,,
Nahuma,FALSE,Na-hu-ma,
Nakar,FALSE,na-kar,
Nakaršašu,FALSE,na-ka-ar-ša-šu,
Nakia,FALSE,na-ki-a,
Nakiahšan,TRUE,na-ah-<gap>-ša-nu,
Nakiahšan,TRUE,Na-ki-a-ah-ša-an,
Nakiahšu,TRUE,Na-ki-a-ah-šu,
Nakiahšu,TRUE,na-ki-ah-šu,
Nakialka,FALSE,na-ki-a-al-kà,
Nakibi,FALSE,na-ki-bi,
Nakidu,FALSE,,
Nakili,FALSE,na-ki-li,
Nakiliat,FALSE,Na-ki-li-a-at; Na-ki-li-it; na-ki-li-at; Na-ki-[li-at],
Nakilid,FALSE,,
Nakiliet,FALSE,na-ki-li-e-et,
Nakilit,TRUE,[na-]ki-li-it,
Nakilit,TRUE,na-ki-li-it,
Nakilwišma,FALSE,Na-ki-el-wi-iš-ma,
Nakilwišwa,FALSE,Na-ki-el-wi-iš-wa,
Nakilwišwe,FALSE,Na-ki-el-wi-iš-we,
Nakirgan,FALSE,,
Nakirkan,FALSE,Na-ki-ir-kà-an,
Nakirum,FALSE,,
Nakišduar,FALSE,,
Nakištuar,FALSE,na-ki-iš-tù-ar,
Nakištuwar,FALSE,Na-ki-iš-tù-ar; Na-ki-iš-tù-wa-ar,
Nakituar,FALSE,Na-ki-du-ar,
Nakiuman,FALSE,Na-ki-ú-ma-an,
Namazika,FALSE,ma-ma-zi-kà,
Namia,FALSE,Na-me-a,
Nana,FALSE,Na-na,
Nanā,FALSE,Na-na-a; na-na; na-na-ma; na-na-a-ma; na-na-a-a-ma; na-na-a; na-na-a-a,
Nanabi,FALSE,Na-na-bi,
Nanadi,FALSE,Na-na-di,
Nanahi,FALSE,Na-na-hi,
Nanali,FALSE,Na-na-li,
Nanapi,FALSE,Na-na-pí,
Nanaya,FALSE,Na-na; Na-na-a; Na-na-a-a,
Nanāya,FALSE,Na-na-a,
Nani,FALSE,Na-ni,
Nania,TRUE,Na-ni-a,
Nania,TRUE,Na-ni-a; Na-ni-a-a,
Nanibadal,FALSE,,
Nanip,FALSE,Na-ni-ip; Na-ni-pì-im,
Nanip-atal,FALSE,Na-ni-pá-tal,
Nanip-šarri,FALSE,Na-ni-ip-LUGAL,
Naniš,FALSE,Na-ni-iš,
Nanitim,FALSE,Na-ni-tim,
Naniya,FALSE,,
Napilani,FALSE,Na-pì-lá-ni,
Naplis,FALSE,Na-áp-li-is,
Naqidu,FALSE,na-ki-du,
Nāqidu,FALSE,Na-qí-du,
Narām-Adad,FALSE,,
Narām-Aššur,FALSE,,
Naram-Suen,FALSE,,
Narām-Suen,TRUE,Na-ra-am-ZU,
Narām-Suen,TRUE,Na-ra-am-ZU; Na-ra-ZU; Ni-ra-am-ZU,
Narāmtum,FALSE,Na-ra-am-tum,
Naraya,FALSE,,
Narbitum,FALSE,Na-ar-bi/bi4-tim,
Narbutum,FALSE,,
Narhi,FALSE,Na-ar-i-a; Na-ar-hi,
Naria,FALSE,na-ar-i-a,
Narku,FALSE,Na-ar-ku,
Narkubi,FALSE,,
Narmea,FALSE,,
Naru-bāni,FALSE,,
Nārum-bāni,FALSE,Na-ru-um-ba-ni,
Naruwa,FALSE,Na-ru-wa,
Našhar,FALSE,Na-áš-ha-ar-,
Našwaduman,FALSE,,
Nauna,FALSE,Na-ú-na,
Naunini,FALSE,na-ú-ni-ni,
Nawahšušar,FALSE,,
Nawašu,FALSE,na-wa-šu,
Nazi,FALSE,Na-zi; Na-zi-i 94/k 965; Na-zi-im,
Nazum,FALSE,,
Ni-na-ša-a,FALSE,Ni-na-ša-a,
Ni-zi-im,FALSE,Ni-zi-im,
Niakna,FALSE,,
Nībi-Ištar,FALSE,ni-bi-IŠTAR,
Nibum,FALSE,,
Nidadbu,FALSE,ni-da-ad-bu-ma,
Nidi,FALSE,ni-dí,
Nidi-bāni,FALSE,,
Nigan,FALSE,,
Nika,FALSE,Ni-ga,
Nikad,FALSE,Ni-ga-at,
Nikan,FALSE,Ni-ga-an,
Nikil[it],FALSE,ni-ki-l[i-it],
Nikiliad,FALSE,,
Nikiliat,FALSE,ni-ki-li-a-at,
Nikilid,FALSE,,
Nikilit,TRUE,[ni-ki-]li-it,
Nikilit,TRUE,ni-ki-li-it,
Nikituar,FALSE,ni-ki-tù-a-ar,
Nikma,FALSE,ni-ik-ma,
Nikna,FALSE,Ni-ik-na,
Nimahšu,FALSE,Ni-ma-ah-šu,
Nimahšušar,FALSE,ni-ma-ah-šu-ša-ar,
Nimar-Adad,FALSE,Ni-mar-{d}IM; Ni-im-ra-{d}IM; Ni-im-ri-im-{d}IM,
Nimar-Aššur,FALSE,ni-mar-a-šùr,
Nimar-Ištar,TRUE,Ni-ma-ar-Ištar; Ni-mar-Ištar; Ni-wa-ar-Ištar,
Nimar-Ištar,TRUE,Ni-mar-Ištar,
Nimar-Šarrum-māti,FALSE,Ni-mar-ša-ra-ma-tí,
Nimar-Suen,FALSE,Ni-mar-Sú-en6,
Nimar-Tašmētim,FALSE,,
Nimar-Tašmētum,FALSE,,
Nimašu,FALSE,Ni-ma-šu,
Nimāya,FALSE,Ni-ma-a,
Nimrim-Adad,FALSE,,
Ninala,FALSE,Ni-na-lá,
Ninali,FALSE,Ni-na-li,
Ninašša,FALSE,,
Nini,TRUE,Ni-ni,
Nini,TRUE,Ni-ni; Ni-ni-i,
Ninidin,FALSE,Ni-ni-dí-en 94/k 980,
Ninierar,FALSE,Ni-ni-e-ra-ar,
Ninirah,FALSE,Ni-ni-ra-ah reading,
Nirah-rabi,FALSE,,
Nirah-ṣulūlī,FALSE,Ni-ra-ah-ṣú-lu-li,
Niramtum,FALSE,Ni-ir-a-am-tum,
Niri,FALSE,Ni-ri,
Nisaba-mutabbil,FALSE,MUŠ-mu-ta-DAM,
Nišaršu,FALSE,Ni-ša-ar-šu,
Nišašar,FALSE,Ni-ša-šar,
Nišašue,FALSE,ni-iš-a-šu-e,
Nišašwe,FALSE,Ni-ša-áš-e/ú; Ni-iš-a-šu-e,
Nišu,FALSE,Ni-šu,
Nitatpu,FALSE,Ni-da-at-pu,
Niwadi,FALSE,,
Niwahšu,TRUE,Ni-ma-hu; ni-wa-ah-šu; né-wa-ah-šu; ni-ma-hu; ni-ma-ah-šu,
Niwahšu,TRUE,ni-wa-ah-šu,
Niwahšu,TRUE,Ni-wa-ah-šu; Ni-wa-šu,
Niwahšušar,TRUE,[ni-wa]-ah-šu-šar,
Niwahšušar,TRUE,Ni-wa-ah-šu-šar,
Niwala,FALSE,Ni-wa-lá,
Niwalka,FALSE,Ni-wa-al-kà,
Niwame,FALSE,ni-wa-me,
Niwaš,FALSE,Ni-wa-áš,
Niwašu,FALSE,ni-wa-šu,
Niwati,FALSE,Ni-wa-tí,
Nizim,FALSE,,
Nizuzu,FALSE,ni-zu-zu,
Nuā’um,FALSE,,
Nuan,FALSE,Nu-a-an,
Nuaum,FALSE,,
Nubar-šarri,FALSE,Nu-ba-ar-ša-ri-im; -ša-ri; -LUGAL,
Nubaršari,FALSE,,
Nudia,FALSE,nu-dí-a,
Nuhim,FALSE,Nu-hi-im,
Nuhšatum,TRUE,Nu-ùh-ša-tim,
Nuhšatum,TRUE,Nu-ùh-ša-tim; Nu-ùh-ší-tim,
Nuhšātum,FALSE,,
Num-Šamaš,FALSE,nu-um-{d}UTU,
Numhi,FALSE,Nu-um-hi,
Nunu,TRUE,Nu-nu,
Nunu,TRUE,Nu-nu; Nu-ú-nu; Nu-nu-ú,
Nunu,TRUE,nu-ú-nu,
Nunua,TRUE,Nu-nu-a,
Nunua,TRUE,Nu-nu-wa; nu-nu-a,
Nūr-ilī,FALSE,nu-ur-ì-lí,
Nūr-ilīšu,FALSE,,
Nur-Ištar,FALSE,,
Nūr-Ištar,FALSE,Nu-ur-Ištar,
Nūr-kī-ili,FALSE,,
Nur-Šamaš,FALSE,,
Nūr-Šamaš,FALSE,Nu-ur-{d}UTU,
Nur-Suen,FALSE,,
Nūr-Suen,TRUE,Nu-ur-Sú-en6; Nu-úr-Sú-en/en6; Nu-ur-ZU,
Nūr-Suen,TRUE,Nu-ur-ZU,
Nūratum,FALSE,,
Nurkānum,FALSE,Nu-ur-kà-num,
Nurkia,FALSE,Nu-ur-ki-a,
Nurkili,FALSE,Nu-ur-ki-li; Nu-ur-ki-DINGIR,
Nuwanuwa,FALSE,Nu-wa-nu-wa,
Nuwar-šarri,TRUE,nu-wa-ar-ša-ri,
Nuwar-šarri,TRUE,Nu-bur-LUGAL; nu-wa-ar-ša-ri; nu-ba-ar-ša-ri-im; nu-ba-ar-ša-ri; nu-ba-ar-LUGAL; nu-bar-LUGAL; nu-bar-ša-ri; nu-bur-LUGAL; nu-bar-LUGAL-ma; nu-war-LUGAL,
Nuwar-šarrum,FALSE,,
Pá-al-kà-ni-in,FALSE,Pá-al-kà-ni-in,
Pahulu,FALSE,Pá-hu-lu,
Paka,FALSE,Pá-kà-a,
Pakakun,FALSE,Pá-kà-ku-un,
Paki,FALSE,Pá-ki,
Paku,FALSE,Pá-ku-ú,
Pakua,FALSE,Pá-ku-a,
Pakulu,FALSE,,
Pakunum,FALSE,Ba-ku-nim,
Palanašwa,FALSE,Pá-la-a-na-áš-wa,
Palhazia,TRUE,pá-al-ha-zi-a,
Palhazia,TRUE,Pá-al-ha-zi-a; Pá-al-hu-ší-a,
Palhušia,FALSE,,
Palla,FALSE,Pá-la; Pá-lá; Pá-lá-a,
Palšeni,FALSE,Pá-al-šé-e-ni,
Palui,FALSE,Pá-lu-i,
Palumnimar,FALSE,Pá-lim-ni-mar,
Palupa,FALSE,Pá-lu-pá,
Pana,FALSE,Pá-na,
Panaka,FALSE,Pá-na-ga,
Panini,FALSE,Pá-ni-ni,
Panwašu,FALSE,Pá-an-wa-šu,
Papala,TRUE,pá-pá-lá,
Papala,TRUE,Pá-pá-lá; Pá-pá-lá-a,
Papalānum,FALSE,,
Papalum,FALSE,Pá-pá-li; Pá-pá-lim; Pá-pi-li,
Papan-tahe,FALSE,Pá-pá-an-ta/da-ah-e,
Paparšipala,FALSE,Pá-pá-ar-ší-pá-lá,
Papazua,FALSE,Pá-pá-zu-a,
Papiti,FALSE,Pá-pí-tí,
Pappilum,FALSE,Pá-pí/pì-lim/li-im,
Paqilānum,FALSE,,
Par-<big_gap>,FALSE,pá-a[r-...],
Parah-ilī,FALSE,Pár-hi-lí,
Paridia,FALSE,pá-ri-dí-a,
Paritia,FALSE,Pá-ri-tí-a,
Parka,FALSE,pár-kà,
Parkuia,FALSE,pá-ar-ku-i-a,
Parmia,FALSE,Bar-me-a; Ba-ri-me-a,
Paršamama,FALSE,pá-ar-ša-ma-ma-[an],
Paršamaman,FALSE,Pá-ar-ša-ma-ma-[an],
Partana,FALSE,Pá-ar-ta-na,
Paruawata,FALSE,pá-ru-a-wa-ta,
Paruka,FALSE,Pá-ru-kà,
Parupani,FALSE,Ba-ru-ba-ni,
Pārurtum,FALSE,Pá-ru-ur-tim,
Parwada,FALSE,,
Parwaliuman,FALSE,pa-ar-wa-li-u-ma-an,
Parwawa,FALSE,Pá-ru-a-wa,
Parwawanda,FALSE,Pár-wa-wa-an-da; Pá-ru-a-wa-ta,
Parwawaša,FALSE,pár-wa-wa-ša,
Paspasum,FALSE,Pá-as-pá-sà-am,
Patita,FALSE,Pá-tí-ta/da,
Patutu,FALSE,Pá-tù-tù,
Paya,FALSE,Pá-a,
Paziaššu,FALSE,Pá-zi-a-šu,
Paziašu,FALSE,pá-zi-a-šu,
Pazuzu,FALSE,pa-zu-zu,
Pelazia,FALSE,pè-lá-zi-a,
Pentia,FALSE,Pè-en-ti-a,
Perua,FALSE,,
Peruahšu,FALSE,pè-ru-a-ah-šu,
Peruali,FALSE,,
Perutahšu,FALSE,Pè-ru-ta-ah-šu,
Peruwa,TRUE,pè-ru-wa,
Peruwa,TRUE,pè-ru[-wa],
Peruwahšu,FALSE,pè-ru-wa-ah-šu,
Peruwaš-<gap>,FALSE,pè-ru-wa-áš-<gap>,
Peruwatar,FALSE,pè-ru-wa-tar,
Perwa,TRUE,pé-er-wa,
Perwa,TRUE,pé-r[u-a],
Perwa,TRUE,pé-ru-a,
Perwa,TRUE,pè-ru-a,
Perwa,TRUE,Pè-ru-a; Pí-ru-a; Pè-ru-wa; Pí-ru-wa; Pí-ir-wa; Pè-ru-wa-a,
Perwa,TRUE,pé-ru-w[a],
Perwa,TRUE,pé-ru-wa,
Perwa,TRUE,pè-ru-wa,
Perwa,TRUE,pè-ru-wa-a,
Perwa,TRUE,pé-ru-wa; [p]é-ru-wa; pé-r[u-wa]; pè-ru-wa,
Perwa,TRUE,pè-ru[-wa],
Perwahšati,FALSE,Pè-ru-wa-ah-ša-tí,
Perwahšu,TRUE,pè-er-wa-ah-šu,
Perwahšu,TRUE,Pè-ru-a-ah-šu; Pè-er-wa-ah-šu; Pè/Pé-ru-wa-ah-šu,
Perwahšu,TRUE,pè-ru-wa-ah-šu,
Perwahšu,TRUE,pè-ru-wa-ah[-šu],
Perwala,FALSE,be-ru-a-li-a,
Perwali,FALSE,Pé-ru-a-li,
Petianalka,FALSE,,
Pikula,FALSE,Pí-ku-lá,
Pikuša,FALSE,Pì-ku-ša,
Pikwar,FALSE,,
Pilah,FALSE,,
Pilah-Adad,FALSE,pi-la-ad-ad,
Pilah-Anum,FALSE,Pì-lá-ah-a-nu-um; Pì-lá-ha-num,
Pilah-Aššur,FALSE,Pí-lá-ah-A-šur; Pí-lá-ah-A-šùr,
Pilah-Aššur-bēlum,FALSE,Pì-la-ah-A-šur-be-lim,
Pilah-ili,FALSE,Pì-lá-ah-DINGIR,
Pilah-Ištar,TRUE,Pí-la-ah-Ištar,
Pilah-Ištar,TRUE,Pí-lá-ah-Ištar,
Pilah-Ištar,TRUE,Pì-lá-ah-Ištar,
Pilah-Ištar,TRUE,Pí-lá-ah-Ištar; Pì-la-ah-Ištar; Pí-la-ah-Ištar; Pì-lá-ah-Ištar,
